,T,INPs_perL,F,delta_INP_neg,delta_INP_pos,end,start
30,-17.12,4.81423145,0.514285714,1.235698287,1.41863162,19/10/2016 13:04,19/10/2016 10:04
31,-17.16,5.013251204,0.528571429,1.262852907,1.44578624,19/10/2016 13:04,19/10/2016 10:04
32,-17.2,5.218395595,0.542857143,1.290284759,1.473218092,19/10/2016 13:04,19/10/2016 10:04
33,-17.24,5.430053584,0.557142857,1.318028138,1.500961471,19/10/2016 13:04,19/10/2016 10:04
34,-17.28,5.874662747,0.585714286,1.374597205,1.557530539,19/10/2016 13:04,19/10/2016 10:04
35,-17.31,6.108604879,0.6,1.403503201,1.586436534,19/10/2016 13:04,19/10/2016 10:04
36,-17.39,6.602658027,0.628571429,1.462783147,1.64571648,19/10/2016 13:04,19/10/2016 10:04
37,-17.43,6.864129448,0.642857143,1.493259228,1.676192561,19/10/2016 13:04,19/10/2016 10:04
38,-17.5,7.136276078,0.657142857,1.524369198,1.707302531,19/10/2016 13:04,19/10/2016 10:04
39,-17.52,7.716351925,0.685714286,1.588758306,1.771691639,19/10/2016 13:04,19/10/2016 10:04
40,-17.55,8.351753123,0.714285714,1.656568824,1.839502157,19/10/2016 13:04,19/10/2016 10:04
41,-17.59,8.693708419,0.728571429,1.69199573,1.874929063,19/10/2016 13:04,19/10/2016 10:04
42,-17.61,9.054156561,0.742857143,1.728592146,1.911525479,19/10/2016 13:04,19/10/2016 10:04
43,-17.66,9.435212653,0.757142857,1.76649722,1.949430553,19/10/2016 13:04,19/10/2016 10:04
44,-17.7,9.839376799,0.771428571,1.805873575,1.988806908,19/10/2016 13:04,19/10/2016 10:04
45,-17.74,10.26963361,0.785714286,1.846913228,2.029846561,19/10/2016 13:04,19/10/2016 10:04
46,-17.92,10.72958608,0.8,1.889845498,2.072778832,19/10/2016 13:04,19/10/2016 10:04
47,-17.98,11.22363923,0.814285714,1.934947771,2.117881104,19/10/2016 13:04,19/10/2016 10:04
48,-18.01,11.75725728,0.828571429,1.982560462,2.165493795,19/10/2016 13:04,19/10/2016 10:04
49,-18.28,12.33733313,0.842857143,2.033108337,2.216041671,19/10/2016 13:04,19/10/2016 10:04
50,-18.49,12.97273433,0.857142857,2.087131751,2.270065084,19/10/2016 13:04,19/10/2016 10:04
51,-18.57,13.67513776,0.871428571,2.145333966,2.328267299,19/10/2016 13:04,19/10/2016 10:04
52,-18.69,14.460358,0.885714286,2.208655717,2.391589051,19/10/2016 13:04,19/10/2016 10:04
53,-18.72,15.35056729,0.9,2.278398495,2.461331828,19/10/2016 13:04,19/10/2016 10:04
54,-18.78,16.37823849,0.914285714,2.356440913,2.539374247,19/10/2016 13:04,19/10/2016 10:04
55,-18.98,17.59371553,0.928571429,2.445648635,2.628581969,19/10/2016 13:04,19/10/2016 10:04
56,-19.42,19.08133921,0.942857143,2.550734304,2.733667638,19/10/2016 13:04,19/10/2016 10:04
57,-19.71,20.99921969,0.957142857,2.680340417,2.863273751,19/10/2016 13:04,19/10/2016 10:04
58,-20.91,23.70232041,0.971428571,2.853340451,3.036273784,19/10/2016 13:04,19/10/2016 10:04
59,-23.01,28.32330161,0.985714286,3.127625123,3.310558456,19/10/2016 13:04,19/10/2016 10:04
0,-12.51,0.094548605,0.055555556,0.085058259,0.173316366,19/10/2016 16:21,19/10/2016 13:20
1,-13.19,0.143929892,0.083333333,0.115263417,0.203521523,19/10/2016 16:21,19/10/2016 13:20
2,-14.01,0.194830839,0.111111111,0.141318519,0.229576625,19/10/2016 16:21,19/10/2016 13:20
3,-14.85,0.247347957,0.138888889,0.164822914,0.25308102,19/10/2016 16:21,19/10/2016 13:20
4,-16.69,0.301587251,0.166666667,0.186598144,0.27485625,19/10/2016 16:21,19/10/2016 13:20
5,-17.34,0.357665512,0.194444444,0.207135273,0.295393379,19/10/2016 16:21,19/10/2016 13:20
6,-17.49,0.603174502,0.305555556,0.282168478,0.370426584,19/10/2016 16:21,19/10/2016 13:20
7,-17.68,0.670700215,0.333333333,0.299948644,0.38820675,19/10/2016 16:21,19/10/2016 13:20
8,-17.84,0.741100213,0.361111111,0.317556173,0.405814279,19/10/2016 16:21,19/10/2016 13:20
9,-18.5,0.814630107,0.388888889,0.335074614,0.42333272,19/10/2016 16:21,19/10/2016 13:20
10,-18.84,0.972287466,0.444444444,0.370146822,0.458404929,19/10/2016 16:21,19/10/2016 13:20
11,-19.85,1.057134283,0.472222222,0.387844719,0.476102825,19/10/2016 16:21,19/10/2016 13:20
12,-20.35,1.146569591,0.5,0.40574662,0.494004727,19/10/2016 16:21,19/10/2016 13:20
13,-20.51,1.241118196,0.527777778,0.423928084,0.51218619,19/10/2016 16:21,19/10/2016 13:20
14,-21.2,1.34140043,0.555555556,0.442470293,0.530728399,19/10/2016 16:21,19/10/2016 13:20
15,-21.35,1.448156842,0.583333333,0.461462839,0.549720945,19/10/2016 16:21,19/10/2016 13:20
16,-21.51,1.562281419,0.611111111,0.481007119,0.569265225,19/10/2016 16:21,19/10/2016 13:20
17,-21.7,1.817269806,0.666666667,0.522243248,0.610501354,19/10/2016 16:21,19/10/2016 13:20
18,-22,2.118857057,0.722222222,0.567436661,0.655694767,19/10/2016 16:21,19/10/2016 13:20
19,-22.18,2.293139182,0.75,0.592091226,0.680349332,19/10/2016 16:21,19/10/2016 13:20
20,-22.52,2.487970021,0.777777778,0.618567744,0.70682585,19/10/2016 16:21,19/10/2016 13:20
21,-22.85,2.963839397,0.833333333,0.679172893,0.767430999,19/10/2016 16:21,19/10/2016 13:20
22,-23.02,3.265426648,0.861111111,0.715081553,0.803339659,19/10/2016 16:21,19/10/2016 13:20
23,-23.36,3.634539612,0.888888889,0.756842336,0.845100443,19/10/2016 16:21,19/10/2016 13:20
24,-23.52,4.781109204,0.944444444,0.874534807,0.962792913,19/10/2016 16:21,19/10/2016 13:20
25,-23.85,5.927678795,0.972222222,0.978774368,1.067032475,19/10/2016 16:21,19/10/2016 13:20
2,-22.3,0.641977884,0.068181818,0.515397993,0.912257497,20/10/2016 13:35,20/10/2016 11:45
3,-22.58,0.86645618,0.090909091,0.630860752,1.027720256,20/10/2016 13:35,20/10/2016 11:45
4,-22.82,1.332758856,0.136363636,0.830081812,1.226941316,20/10/2016 13:35,20/10/2016 11:45
5,-23.15,1.82427905,0.181818182,1.004884404,1.401743908,20/10/2016 13:35,20/10/2016 11:45
6,-23.18,2.080377931,0.204545455,1.086574337,1.483433841,20/10/2016 13:35,20/10/2016 11:45
7,-23.5,2.343900994,0.227272727,1.165534607,1.562394111,20/10/2016 13:35,20/10/2016 11:45
8,-23.78,2.615291568,0.25,1.242336235,1.639195739,20/10/2016 13:35,20/10/2016 11:45
9,-24,2.895033919,0.272727273,1.317434177,1.714293681,20/10/2016 13:35,20/10/2016 11:45
10,-24.05,3.183658449,0.295454545,1.391202352,1.788061856,20/10/2016 13:35,20/10/2016 11:45
11,-24.12,3.481747748,0.318181818,1.463956897,1.860816401,20/10/2016 13:35,20/10/2016 11:45
12,-24.28,3.789943672,0.340909091,1.535972258,1.932831762,20/10/2016 13:35,20/10/2016 11:45
13,-24.31,4.10895567,0.363636364,1.607492788,2.004352292,20/10/2016 13:35,20/10/2016 11:45
14,-24.34,4.439570617,0.386363636,1.678741414,2.075600918,20/10/2016 13:35,20/10/2016 11:45
15,-24.39,4.782664508,0.409090909,1.749926409,2.146785913,20/10/2016 13:35,20/10/2016 11:45
16,-24.43,5.139216446,0.431818182,1.8212469,2.218106405,20/10/2016 13:35,20/10/2016 11:45
17,-24.55,5.510325487,0.454545455,1.892897597,2.289757101,20/10/2016 13:35,20/10/2016 11:45
18,-24.68,5.897231073,0.477272727,1.965073056,2.36193256,20/10/2016 13:35,20/10/2016 11:45
19,-24.75,6.301338005,0.5,2.037971766,2.434831271,20/10/2016 13:35,20/10/2016 11:45
20,-24.79,6.724247238,0.522727273,2.11180029,2.508659795,20/10/2016 13:35,20/10/2016 11:45
21,-24.83,7.167794185,0.545454545,2.18677768,2.583637184,20/10/2016 13:35,20/10/2016 11:45
22,-24.86,7.634096861,0.568181818,2.263140436,2.65999994,20/10/2016 13:35,20/10/2016 11:45
23,-24.9,8.125617055,0.590909091,2.341148305,2.73800781,20/10/2016 13:35,20/10/2016 11:45
24,-24.97,8.645238999,0.613636364,2.421091297,2.817950801,20/10/2016 13:35,20/10/2016 11:45
25,-25.06,9.196371924,0.636363636,2.503298436,2.90015794,20/10/2016 13:35,20/10/2016 11:45
26,-25.14,9.783085753,0.659090909,2.588148996,2.985008501,20/10/2016 13:35,20/10/2016 11:45
27,-25.17,10.41029368,0.681818182,2.676087246,3.07294675,20/10/2016 13:35,20/10/2016 11:45
28,-25.26,11.08400251,0.704545455,2.767642311,3.164501815,20/10/2016 13:35,20/10/2016 11:45
29,-25.29,11.81166349,0.727272727,2.863455588,3.260315092,20/10/2016 13:35,20/10/2016 11:45
30,-25.41,12.60267601,0.75,2.964319606,3.361179111,20/10/2016 13:35,20/10/2016 11:45
31,-25.59,13.46913219,0.772727273,3.071234794,3.468094298,20/10/2016 13:35,20/10/2016 11:45
32,-25.71,14.42695506,0.795454545,3.185495256,3.58235476,20/10/2016 13:35,20/10/2016 11:45
33,-25.75,15.49770993,0.818181818,3.308823725,3.70568323,20/10/2016 13:35,20/10/2016 11:45
34,-25.78,16.71163168,0.840909091,3.443594373,3.840453877,20/10/2016 13:35,20/10/2016 11:45
35,-25.95,19.7704702,0.886363636,3.762908153,4.159767657,20/10/2016 13:35,20/10/2016 11:45
36,-26.24,21.79904793,0.909090909,3.961175843,4.358035347,20/10/2016 13:35,20/10/2016 11:45
37,-26.39,28.10038594,0.954545455,4.524261267,4.921120771,20/10/2016 13:35,20/10/2016 11:45
38,-27.28,34.40172394,0.977272727,5.027017809,5.423877313,20/10/2016 13:35,20/10/2016 11:45
1,-22.11,0.69299148,0.075,0.555732591,0.982577035,20/10/2016 16:00,20/10/2016 13:45
2,-22.56,1.186945712,0.125,0.793197053,1.220041498,20/10/2016 16:00,20/10/2016 13:45
3,-22.73,1.444612707,0.15,0.897095592,1.323940037,20/10/2016 16:00,20/10/2016 13:45
4,-23.1,1.709972379,0.175,0.994793164,1.421637609,20/10/2016 16:00,20/10/2016 13:45
5,-23.45,1.983498234,0.2,1.087842702,1.514687147,20/10/2016 16:00,20/10/2016 13:45
6,-23.53,2.265708886,0.225,1.177336744,1.604181188,20/10/2016 16:00,20/10/2016 13:45
7,-23.56,2.557173977,0.25,1.264086157,1.690930602,20/10/2016 16:00,20/10/2016 13:45
8,-23.59,2.858521103,0.275,1.348719802,1.775564247,20/10/2016 16:00,20/10/2016 13:45
9,-23.62,3.170443946,0.3,1.431744265,1.858588709,20/10/2016 16:00,20/10/2016 13:45
10,-24.12,3.493711894,0.325,1.513581838,1.940426283,20/10/2016 16:00,20/10/2016 13:45
11,-24.19,3.829181476,0.35,1.594595941,2.021440386,20/10/2016 16:00,20/10/2016 13:45
12,-24.26,4.177810038,0.375,1.675108955,2.1019534,20/10/2016 16:00,20/10/2016 13:45
13,-24.29,4.540672211,0.4,1.755415357,2.182259802,20/10/2016 16:00,20/10/2016 13:45
14,-24.32,4.918979895,0.425,1.835791891,2.262636335,20/10/2016 16:00,20/10/2016 13:45
15,-24.46,5.727617923,0.475,1.997822627,2.424667071,20/10/2016 16:00,20/10/2016 13:45
16,-24.66,6.617248666,0.525,2.163355357,2.590199802,20/10/2016 16:00,20/10/2016 13:45
17,-24.75,8.144806506,0.6,2.423456769,2.850301214,20/10/2016 16:00,20/10/2016 13:45
18,-25.07,8.718482249,0.625,2.514740424,2.941584868,20/10/2016 16:00,20/10/2016 13:45
19,-25.14,9.331752218,0.65,2.609061291,3.035905735,20/10/2016 16:00,20/10/2016 13:45
20,-25.18,9.990489748,0.675,2.706983587,3.133828032,20/10/2016 16:00,20/10/2016 13:45
21,-25.23,10.70198048,0.7,2.809186225,3.23603067,20/10/2016 16:00,20/10/2016 13:45
22,-25.31,11.47541495,0.725,2.916503373,3.343347818,20/10/2016 16:00,20/10/2016 13:45
23,-25.38,12.32261654,0.75,3.029983523,3.456827967,20/10/2016 16:00,20/10/2016 13:45
24,-25.41,13.25915446,0.775,3.150978592,3.577823036,20/10/2016 16:00,20/10/2016 13:45
25,-25.48,14.30611478,0.8,3.28128395,3.708128394,20/10/2016 16:00,20/10/2016 13:45
26,-25.69,15.49306049,0.825,3.42336944,3.850213884,20/10/2016 16:00,20/10/2016 13:45
27,-25.72,16.86328875,0.85,3.580784182,4.007628627,20/10/2016 16:00,20/10/2016 13:45
28,-25.75,18.48392481,0.875,3.75892233,4.185766774,20/10/2016 16:00,20/10/2016 13:45
29,-25.88,20.46742305,0.9,3.966627017,4.393471461,20/10/2016 16:00,20/10/2016 13:45
30,-26.18,23.02459703,0.925,4.220068801,4.646913245,20/10/2016 16:00,20/10/2016 13:45
31,-26.45,26.62873132,0.95,4.554454879,4.981299324,20/10/2016 16:00,20/10/2016 13:45
32,-27.05,32.79003959,0.975,5.077370957,5.504215402,20/10/2016 16:00,20/10/2016 13:45
2,-17.19,0.554200891,0.06122449,0.445431211,0.78929086,21/10/2016 16:36,21/10/2016 14:42
3,-18.54,0.944128633,0.102040816,0.633858908,0.977718557,21/10/2016 16:36,21/10/2016 14:42
4,-19.2,1.145791074,0.12244898,0.715754034,1.059613683,21/10/2016 16:36,21/10/2016 14:42
5,-20.26,1.352198946,0.142857143,0.792400674,1.136260323,21/10/2016 16:36,21/10/2016 14:42
6,-20.61,1.563580977,0.163265306,0.865039226,1.208898875,21/10/2016 16:36,21/10/2016 14:42
7,-20.89,1.780182842,0.183673469,0.934535762,1.278395411,21/10/2016 16:36,21/10/2016 14:42
8,-20.99,2.002268877,0.204081633,1.00152616,1.345385809,21/10/2016 16:36,21/10/2016 14:42
9,-21.13,2.230124021,0.224489796,1.066496324,1.410355974,21/10/2016 16:36,21/10/2016 14:42
10,-21.15,2.464056013,0.244897959,1.129830089,1.473689738,21/10/2016 16:36,21/10/2016 14:42
11,-21.46,2.704397892,0.265306122,1.191839445,1.535699094,21/10/2016 16:36,21/10/2016 14:42
12,-21.55,2.951510848,0.285714286,1.252784522,1.596644171,21/10/2016 16:36,21/10/2016 14:42
13,-21.78,3.205787487,0.306122449,1.312887309,1.656746958,21/10/2016 16:36,21/10/2016 14:42
14,-21.96,3.467655585,0.326530612,1.372341416,1.716201065,21/10/2016 16:36,21/10/2016 14:42
15,-22.19,3.737582415,0.346938776,1.431319238,1.775178887,21/10/2016 16:36,21/10/2016 14:42
16,-22.26,4.016079769,0.367346939,1.489977381,1.83383703,21/10/2016 16:36,21/10/2016 14:42
17,-22.4,4.601091826,0.408163265,1.606906773,1.950766422,21/10/2016 16:36,21/10/2016 14:42
18,-22.44,4.90891042,0.428571429,1.665446683,2.009306332,21/10/2016 16:36,21/10/2016 14:42
19,-22.54,5.227924843,0.448979592,1.724209623,2.068069272,21/10/2016 16:36,21/10/2016 14:42
20,-22.57,5.558980352,0.469387755,1.78332414,2.127183789,21/10/2016 16:36,21/10/2016 14:42
21,-22.65,6.261109366,0.510204082,1.903133003,2.246992652,21/10/2016 16:36,21/10/2016 14:42
22,-22.72,7.024367059,0.551020408,2.02597663,2.369836279,21/10/2016 16:36,21/10/2016 14:42
23,-22.74,7.432437372,0.571428571,2.088917497,2.432777147,21/10/2016 16:36,21/10/2016 14:42
24,-22.77,7.860421268,0.591836735,2.153099938,2.496959587,21/10/2016 16:36,21/10/2016 14:42
25,-22.84,8.310362447,0.612244898,2.218717918,2.562577567,21/10/2016 16:36,21/10/2016 14:42
26,-23,9.286025913,0.653061224,2.355159257,2.699018906,21/10/2016 16:36,21/10/2016 14:42
27,-23.12,10.38394822,0.693877551,2.500380334,2.844239983,21/10/2016 16:36,21/10/2016 14:42
28,-23.3,10.98914885,0.714285714,2.577151792,2.921011441,21/10/2016 16:36,21/10/2016 14:42
29,-23.33,11.63921878,0.734693878,2.6572954,3.001155049,21/10/2016 16:36,21/10/2016 14:42
30,-23.37,12.34134779,0.755102041,2.741381529,3.085241178,21/10/2016 16:36,21/10/2016 14:42
31,-23.5,13.10460549,0.775510204,2.830117825,3.173977474,21/10/2016 16:36,21/10/2016 14:42
32,-23.54,13.94065969,0.795918367,2.924400375,3.268260024,21/10/2016 16:36,21/10/2016 14:42
33,-23.58,14.86487474,0.816326531,3.025391121,3.36925077,21/10/2016 16:36,21/10/2016 14:42
34,-23.67,15.89805927,0.836734694,3.134639721,3.478499371,21/10/2016 16:36,21/10/2016 14:42
35,-23.74,17.06938727,0.857142857,3.254284856,3.598144505,21/10/2016 16:36,21/10/2016 14:42
36,-23.91,20.02089812,0.897959184,3.538697886,3.882557535,21/10/2016 16:36,21/10/2016 14:42
37,-23.97,21.97829769,0.918367347,3.715858681,4.05971833,21/10/2016 16:36,21/10/2016 14:42
38,-24.12,24.50182464,0.93877551,3.932991326,4.276850975,21/10/2016 16:36,21/10/2016 14:42
39,-24.25,28.05853612,0.959183673,4.22083659,4.564696239,21/10/2016 16:36,21/10/2016 14:42
40,-24.28,34.13877454,0.979591837,4.673469444,5.017329093,21/10/2016 16:36,21/10/2016 14:42
0,-6.34,0.183902113,0.052631579,0.165503806,0.33743363,21/10/2016 16:36,21/10/2016 11:42
1,-8.12,0.279721423,0.078947368,0.224172009,0.396101834,21/10/2016 16:36,21/10/2016 11:42
2,-8.19,0.378318487,0.105263158,0.274712869,0.446642694,21/10/2016 16:36,21/10/2016 11:42
3,-8.75,0.479859178,0.131578947,0.320242188,0.492172013,21/10/2016 16:36,21/10/2016 11:42
4,-9.67,0.584524683,0.157894737,0.362359136,0.534288961,21/10/2016 16:36,21/10/2016 11:42
5,-9.77,0.692513453,0.184210526,0.402018113,0.573947938,21/10/2016 16:36,21/10/2016 11:42
6,-10.91,0.804043463,0.210526316,0.439846939,0.611776764,21/10/2016 16:36,21/10/2016 11:42
7,-10.94,0.919354863,0.236842105,0.476288625,0.64821845,21/10/2016 16:36,21/10/2016 11:42
8,-11.26,1.038713094,0.263157895,0.511673373,0.683603197,21/10/2016 16:36,21/10/2016 11:42
9,-11.51,1.162412564,0.289473684,0.546258764,0.718188588,21/10/2016 16:36,21/10/2016 11:42
10,-11.82,1.290781026,0.315789474,0.580253904,0.752183728,21/10/2016 16:36,21/10/2016 11:42
11,-12.07,1.424184812,0.342105263,0.613834838,0.785764662,21/10/2016 16:36,21/10/2016 11:42
12,-12.89,1.563035134,0.368421053,0.647154937,0.819084761,21/10/2016 16:36,21/10/2016 11:42
13,-13.08,1.707795727,0.394736842,0.68035228,0.852282105,21/10/2016 16:36,21/10/2016 11:42
14,-13.96,1.858992199,0.421052632,0.713555197,0.885485022,21/10/2016 16:36,21/10/2016 11:42
15,-14.99,2.017223544,0.447368421,0.746886683,0.918816508,21/10/2016 16:36,21/10/2016 11:42
16,-16.94,2.183176484,0.473684211,0.780468178,0.952398002,21/10/2016 16:36,21/10/2016 11:42
17,-18.81,2.357643471,0.5,0.814423036,0.98635286,21/10/2016 16:36,21/10/2016 11:42
18,-19.92,2.541545584,0.526315789,0.84887998,1.020809805,21/10/2016 16:36,21/10/2016 11:42
19,-20.2,2.735961958,0.552631579,0.883976797,1.055906621,21/10/2016 16:36,21/10/2016 11:42
20,-20.86,2.942168155,0.578947368,0.919864551,1.091794376,21/10/2016 16:36,21/10/2016 11:42
21,-21.06,3.161686934,0.605263158,0.956712679,1.128642504,21/10/2016 16:36,21/10/2016 11:42
22,-21.12,3.396356565,0.631578947,0.994715418,1.166645243,21/10/2016 16:36,21/10/2016 11:42
23,-21.22,3.648424498,0.657894737,1.03410025,1.206030074,21/10/2016 16:36,21/10/2016 11:42
24,-21.32,3.920678605,0.684210526,1.075139377,1.247069201,21/10/2016 16:36,21/10/2016 11:42
25,-21.36,4.21663567,0.710526316,1.118165837,1.290095662,21/10/2016 16:36,21/10/2016 11:42
26,-21.44,4.540819955,0.736842105,1.163596913,1.335526738,21/10/2016 16:36,21/10/2016 11:42
27,-21.54,4.899189056,0.763157895,1.211969381,1.383899206,21/10/2016 16:36,21/10/2016 11:42
28,-21.62,5.299811626,0.789473684,1.263994852,1.435924677,21/10/2016 16:36,21/10/2016 11:42
29,-21.66,5.754000036,0.815789474,1.320651039,1.492580863,21/10/2016 16:36,21/10/2016 11:42
30,-21.88,6.278322077,0.842105263,1.3833416,1.555271424,21/10/2016 16:36,21/10/2016 11:42
31,-22.06,6.898463426,0.868421053,1.45419846,1.626128285,21/10/2016 16:36,21/10/2016 11:42
32,-22.13,7.657455097,0.894736842,1.536714915,1.70864474,21/10/2016 16:36,21/10/2016 11:42
33,-22.26,8.635965548,0.921052632,1.637276244,1.809206069,21/10/2016 16:36,21/10/2016 11:42
34,-22.4,10.01509857,0.947368421,1.769779758,1.941709582,21/10/2016 16:36,21/10/2016 11:42
35,-22.46,12.37274204,0.973684211,1.976675807,2.148605631,21/10/2016 16:36,21/10/2016 11:42
2,-7.46,0.474273871,0.052631579,0.381718786,0.677317432,21/10/2016 16:36,21/10/2016 14:42
3,-8.09,0.63823995,0.070175439,0.466469128,0.762067774,21/10/2016 16:36,21/10/2016 14:42
4,-8.83,0.805329379,0.087719298,0.542206871,0.837805517,21/10/2016 16:36,21/10/2016 14:42
5,-9.03,0.975663466,0.105263158,0.611680498,0.907279144,21/10/2016 16:36,21/10/2016 14:42
6,-9.44,1.149370723,0.122807018,0.676521524,0.97212017,21/10/2016 16:36,21/10/2016 14:42
7,-9.56,1.326587454,0.140350877,0.737793648,1.033392293,21/10/2016 16:36,21/10/2016 14:42
8,-9.65,1.507458394,0.157894737,0.796237392,1.091836038,21/10/2016 16:36,21/10/2016 14:42
9,-9.96,1.692137422,0.175438596,0.852394189,1.147992835,21/10/2016 16:36,21/10/2016 14:42
10,-10.26,1.880788345,0.192982456,0.906675416,1.202274062,21/10/2016 16:36,21/10/2016 14:42
11,-11.28,2.073585772,0.210526316,0.959403591,1.255002237,21/10/2016 16:36,21/10/2016 14:42
12,-11.5,2.270716087,0.228070175,1.010838326,1.306436971,21/10/2016 16:36,21/10/2016 14:42
13,-11.57,2.472378528,0.245614035,1.061193435,1.356792081,21/10/2016 16:36,21/10/2016 14:42
14,-11.61,2.6787864,0.263157895,1.110648635,1.406247281,21/10/2016 16:36,21/10/2016 14:42
15,-12.54,2.890168431,0.280701754,1.159357802,1.454956447,21/10/2016 16:36,21/10/2016 14:42
16,-12.76,3.106770296,0.298245614,1.207454965,1.50305361,21/10/2016 16:36,21/10/2016 14:42
17,-12.87,3.328856331,0.315789474,1.255058776,1.550657422,21/10/2016 16:36,21/10/2016 14:42
18,-14.02,3.556711475,0.333333333,1.302275913,1.597874559,21/10/2016 16:36,21/10/2016 14:42
19,-14.9,3.790643467,0.350877193,1.349203733,1.644802379,21/10/2016 16:36,21/10/2016 14:42
20,-15.32,4.278098301,0.385964912,1.442546592,1.738145238,21/10/2016 16:36,21/10/2016 14:42
21,-15.44,4.532374941,0.403508772,1.489127001,1.784725646,21/10/2016 16:36,21/10/2016 14:42
22,-15.99,4.794243038,0.421052632,1.535751537,1.831350183,21/10/2016 16:36,21/10/2016 14:42
23,-16.12,5.064169869,0.438596491,1.582496464,1.87809511,21/10/2016 16:36,21/10/2016 14:42
24,-16.47,5.342667222,0.456140351,1.629437406,1.925036052,21/10/2016 16:36,21/10/2016 14:42
25,-17.37,5.630297247,0.473684211,1.676650315,1.972248961,21/10/2016 16:36,21/10/2016 14:42
26,-18.23,5.927679279,0.49122807,1.724212412,2.019811058,21/10/2016 16:36,21/10/2016 14:42
27,-18.26,6.235497874,0.50877193,1.772203139,2.067801785,21/10/2016 16:36,21/10/2016 14:42
28,-18.72,6.554512297,0.526315789,1.820705165,2.11630381,21/10/2016 16:36,21/10/2016 14:42
29,-19.72,6.885567805,0.543859649,1.869805454,2.1654041,21/10/2016 16:36,21/10/2016 14:42
30,-20.63,7.229609149,0.561403509,1.919596466,2.215195112,21/10/2016 16:36,21/10/2016 14:42
31,-20.86,7.58769682,0.578947368,1.970177497,2.265776143,21/10/2016 16:36,21/10/2016 14:42
32,-20.93,7.961026771,0.596491228,2.021656246,2.317254892,21/10/2016 16:36,21/10/2016 14:42
33,-21.06,8.350954513,0.614035088,2.074150652,2.369749297,21/10/2016 16:36,21/10/2016 14:42
34,-21.49,8.759024826,0.631578947,2.127791096,2.423389741,21/10/2016 16:36,21/10/2016 14:42
35,-21.52,9.187008722,0.649122807,2.182723081,2.478321726,21/10/2016 16:36,21/10/2016 14:42
36,-21.55,9.636949901,0.666666667,2.239110537,2.534709183,21/10/2016 16:36,21/10/2016 14:42
37,-21.67,10.11122377,0.684210526,2.297139962,2.592738608,21/10/2016 16:36,21/10/2016 14:42
38,-21.81,10.61261337,0.701754386,2.357025677,2.652624322,21/10/2016 16:36,21/10/2016 14:42
39,-21.85,11.14440829,0.719298246,2.419016603,2.714615249,21/10/2016 16:36,21/10/2016 14:42
40,-22.03,11.71053567,0.736842105,2.483405149,2.779003795,21/10/2016 16:36,21/10/2016 14:42
41,-22.07,12.3157363,0.754385965,2.550539044,2.84613769,21/10/2016 16:36,21/10/2016 14:42
42,-22.1,12.96580623,0.771929825,2.62083744,2.916436086,21/10/2016 16:36,21/10/2016 14:42
43,-22.15,13.66793525,0.789473684,2.69481326,2.990411906,21/10/2016 16:36,21/10/2016 14:42
44,-22.23,14.43119294,0.807017544,2.77310502,3.068703665,21/10/2016 16:36,21/10/2016 14:42
45,-22.38,15.26724715,0.824561404,2.856523423,3.152122069,21/10/2016 16:36,21/10/2016 14:42
46,-22.45,16.1914622,0.842105263,2.94612191,3.241720556,21/10/2016 16:36,21/10/2016 14:42
47,-22.7,17.22464672,0.859649123,3.043307772,3.338906417,21/10/2016 16:36,21/10/2016 14:42
48,-22.76,18.39597473,0.877192982,3.150025783,3.445624429,21/10/2016 16:36,21/10/2016 14:42
49,-22.85,19.74817367,0.894736842,3.269080363,3.564679009,21/10/2016 16:36,21/10/2016 14:42
50,-23.16,21.34748557,0.912280702,3.404745631,3.700344277,21/10/2016 16:36,21/10/2016 14:42
51,-23.19,23.30488515,0.929824561,3.564044555,3.859643201,21/10/2016 16:36,21/10/2016 14:42
52,-23.26,25.8284121,0.947368421,3.759845399,4.055444045,21/10/2016 16:36,21/10/2016 14:42
53,-24.19,29.38512357,0.964912281,4.020222446,4.315821092,21/10/2016 16:36,21/10/2016 14:42
54,-24.65,35.465362,0.98245614,4.431177195,4.726775841,21/10/2016 16:36,21/10/2016 14:42
1,-18.91,0.325438073,0.066666667,0.292359004,0.594371583,24/10/2016 15:37,24/10/2016 12:05
2,-19.07,0.496983564,0.1,0.396890212,0.69890279,24/10/2016 15:37,24/10/2016 12:05
3,-19.2,0.675003979,0.133333333,0.48752279,0.789535368,24/10/2016 15:37,24/10/2016 12:05
4,-19.7,0.860007343,0.166666667,0.569733657,0.871746236,24/10/2016 15:37,24/10/2016 12:05
5,-19.86,1.052563921,0.2,0.646348768,0.948361347,24/10/2016 15:37,24/10/2016 12:05
6,-19.88,1.25331682,0.233333333,0.71907123,1.021083808,24/10/2016 15:37,24/10/2016 12:05
7,-19.9,1.462994945,0.266666667,0.789039322,1.091051901,24/10/2016 15:37,24/10/2016 12:05
8,-20.07,1.682428981,0.3,0.857075766,1.159088344,24/10/2016 15:37,24/10/2016 12:05
9,-20.14,1.912571265,0.333333333,0.923815165,1.225827744,24/10/2016 15:37,24/10/2016 12:05
10,-20.34,2.154520766,0.366666667,0.989776225,1.291788804,24/10/2016 15:37,24/10/2016 12:05
11,-20.55,2.409554829,0.4,1.055406465,1.357419044,24/10/2016 15:37,24/10/2016 12:05
12,-20.67,2.679169989,0.433333333,1.121112445,1.423125023,24/10/2016 15:37,24/10/2016 12:05
