OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42643.52221,6.048,6.048,1.008,0,1.008,2.016,1.008,2.016,0,0,0,0,0,0,0,0,6,0,8.33,9,19.153,0.992,4.26,x,0.82,7.76,22.5,1.25,4.43,11.53
42643.52223,8.064,5.04,5.04,3.024,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,4.67,7,75.67,0,24.191,0.992,4.32,x,1.38,5.09,7.01,1.25,4.43,11.43
42643.52224,9.072,6.048,2.016,0,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,6,0,8.33,0,21.169,0.992,4.3,x,0.89,5.27,8.73,1.25,4.44,11.29
42643.52225,7.056,4.032,3.024,5.04,3.024,1.008,0,0,0,0,0,0,0,0,0,0,5.67,7,8.33,0,23.185,0.992,4.31,x,1.54,4.99,5.48,1.25,4.45,11.3
42643.52226,4.031,2.016,5.039,1.008,1.008,1.008,1.008,0,0,0,0,1.008,0,0,0,0,6.67,10.33,7.67,0,16.125,0.992,4.28,x,0.95,4.33,76.81,1.25,4.45,11.54
42643.52227,7.056,0,3.024,1.008,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,9.67,11,12.33,15.119,0.992,4.28,x,0.81,4.55,11.18,1.25,4.44,11.55
42643.52228,3.024,2.016,3.024,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6,7.67,7,0,10.08,0.992,4.28,x,0.61,1.87,2.15,1.25,4.43,11.54
42643.5223,10.079,2.016,9.071,0,0,1.008,0,0,0,0,0,0,0,0,0,0,4.33,0,6.33,0,22.174,0.992,4.31,x,1.16,2.57,2.84,1.25,4.42,11.5
42643.52231,9.07,4.031,4.031,5.039,4.031,2.016,1.008,2.016,0,0,0,0,0,0,0,0,6,6.67,7.67,9.67,31.241,0.992,4.3,x,1.9,11.35,26.18,1.25,4.41,11.5
42643.52232,9.053,6.035,3.018,3.018,0,0,0,1.006,0,0,0,0,0,0,0,0,4,6.33,0,27.67,22.13,0.994,4.42,x,1.03,3.43,9.51,1.25,4.41,11.52
42643.52233,13.098,4.03,2.015,3.023,0,0,0,1.008,0,0,0,0,0,0,0,0,8,8.67,0,15,23.174,0.992,4.3,x,0.95,3.34,9.59,1.25,4.41,11.54
42643.52234,6.049,3.024,3.024,4.032,2.016,2.016,3.024,0,0,0,0,0,0,0,0,0,8,9,8.67,0,23.186,0.992,4.22,x,1.46,9.61,15.11,1.25,4.43,11.55
42643.52235,7.056,2.016,1.008,3.024,0,0,0,1.008,0,0,0,0,0,0,0,0,7.67,8.67,0,9,14.111,0.992,4.18,x,0.67,3.05,9.48,1.25,4.42,11.54
42643.52237,6.047,6.047,3.024,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,7,8,0,0,19.15,0.992,4.11,x,1.08,3.76,5.49,1.24,4.42,11.54
42643.52238,9.069,3.023,4.031,0,1.008,2.015,0,0,0,1.008,0,0,0,0,0,0,5.33,0,9.67,0,20.153,0.992,4.13,x,0.97,4.15,35.31,1.24,4.42,11.58
42643.52239,6.048,5.04,3.024,2.016,3.024,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6.67,6.33,9.67,8.33,22.175,0.992,4.1,x,1.34,7.51,16.18,1.24,4.42,11.61
42643.5224,9.072,2.016,5.04,2.016,2.016,2.016,2.016,1.008,0,0,0,0,0,0,0,0,5.67,6.67,11.67,9,25.201,0.992,4.11,x,1.44,9.64,20.15,1.24,4.43,11.64
42643.52241,8.063,5.04,3.024,3.024,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6,7.67,7.67,0,21.166,0.992,4.11,x,1.16,4.47,6.43,1.24,4.44,11.63
42643.52243,7.056,2.016,3.024,2.016,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,5.67,7,7.33,0,19.153,0.992,4.11,x,1.17,6.04,8.37,1.24,4.45,11.64
42643.52244,8.063,8.063,2.016,0,1.008,2.016,0,0,0,0,0,0,0,0,0,0,5,0,7.67,0,21.166,0.992,4.2,x,1.01,3.38,3.97,1.24,4.45,11.65
42643.52245,12.095,7.055,2.016,4.032,0,0,0,0,0,0,0,0,0,0,0,0,5.33,6.67,0,0,25.198,0.992,4.24,x,1.2,2.25,2.3,1.24,4.45,11.65
42643.52246,6.047,9.071,3.024,1.008,3.024,1.008,0,0,1.008,1.008,1.008,0,0,0,0,0,5.33,6.33,7,0,26.204,0.992,4.28,x,1.33,6.13,100.7,1.25,4.47,11.98
42643.52247,8.064,2.016,1.008,2.016,0,2.016,0,1.008,1.008,0,0,0,0,0,0,0,6,7.67,8,11.67,17.135,0.992,4.28,x,0.73,5.72,27.28,1.24,4.47,11.82
42643.52248,11.087,6.047,5.039,3.024,0,0,1.008,2.016,0,0,0,0,0,0,0,0,7.33,7.33,0,10,28.221,0.992,4.17,x,1.36,7.17,21.65,1.24,4.47,11.87
42643.5225,11.087,1.008,4.032,4.032,2.016,0,0,0,0,0,0,0,0,0,0,0,9.67,9,0,0,22.174,0.992,4.13,x,1.31,3.4,3.57,1.24,4.47,11.87
42643.52251,10.08,2.016,6.048,0,3.024,3.024,0,0,0,0,0,0,0,0,0,0,6.67,0,8,0,24.191,0.992,4.12,x,1.44,5.87,6.87,1.25,4.48,11.88
42643.52252,11.089,5.04,1.008,4.032,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,6,7.33,9.67,0,26.21,0.992,4.12,x,1.47,6.27,8.42,1.25,4.5,11.9
42643.52253,9.072,4.032,5.04,1.008,3.024,3.024,3.024,1.008,0,0,0,0,0,0,0,0,5,7.67,7.67,9.67,29.232,0.992,4.16,x,1.64,12.36,24.68,1.25,4.52,11.96
42643.52254,6.048,2.016,4.032,3.024,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6,8.67,9.67,0,17.135,0.992,4.16,x,1.04,4.35,6.29,1.25,4.52,11.96
42643.52255,9.072,4.032,1.008,0,2.016,0,2.016,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.144,0.992,4.14,x,0.76,4.82,8.21,1.25,4.5,11.92
42643.52257,8.064,7.056,5.04,2.016,2.016,1.008,2.016,0,0,0,0,0,0,0,0,0,5.33,8.67,6.33,0,27.217,0.992,4.19,x,1.55,7.15,10.79,1.25,4.51,11.88
42643.52258,5.04,3.024,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,5.33,7.67,0,0,13.103,0.992,4.2,x,0.76,1.81,1.89,1.24,4.5,11.82
42643.52259,7.056,4.032,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,0,14.113,0.992,4.15,x,0.63,1.02,1.04,1.24,4.48,11.79
42643.5226,9.071,2.016,6.048,2.016,0,2.016,0,0,0,0,0,0,0,0,0,0,7,7.33,8.33,0,21.167,0.992,4.13,x,1.23,3.82,4.39,1.24,4.49,11.79
42643.52261,6.048,6.048,7.056,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8,9.67,0,24.191,0.992,4.09,x,1.62,4.39,4.82,1.24,4.49,11.8
42643.52262,6.048,5.04,4.032,2.016,0,0,2.016,0,0,0,0,0,0,0,0,0,5.67,10,0,0,19.152,0.992,4.11,x,1.04,4.85,8.17,1.24,4.49,11.81
42643.52264,4.032,8.065,2.016,3.024,0,0,2.016,0,0,1.008,0,0,0,0,0,0,6.33,7,0,0,20.162,0.992,4.08,x,1.09,5.73,40.07,1.24,4.5,11.93
42643.52265,3.024,4.032,8.064,2.016,4.032,2.016,0,0,0,0,0,0,0,0,0,0,5.67,6.33,7,0,23.183,0.992,4.1,x,1.85,6.48,7.3,1.24,4.5,11.93
42643.52266,6.048,12.096,5.04,2.016,0,2.016,0,0,0,0,0,0,0,0,0,0,5.33,6.67,8,0,27.215,0.992,4.18,x,1.56,4.15,4.71,1.24,4.5,11.93
42643.52267,9.071,2.016,6.048,3.024,1.008,0,0,0,0,0,0,0,0,0,0,0,8.67,7.33,0,0,21.167,0.992,4.11,x,1.29,2.83,2.93,1.24,4.5,11.92
42643.52268,11.087,2.016,3.024,0,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,0,9,0,20.158,0.992,4.08,x,0.94,4.52,6.57,1.24,4.49,11.92
42643.5227,8.064,6.048,1.008,3.024,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,7,7.67,10,0,22.176,0.992,4.03,x,1.24,5.87,8.2,1.24,4.49,11.9
42643.52271,7.056,3.024,6.048,1.008,0,3.024,0,0,0,0,0,0,0,0,0,0,5.33,9,7.33,0,20.16,0.992,4.05,x,1.23,4.54,5.39,1.24,4.48,11.88
42643.52272,7.056,2.016,1.008,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.33,8,0,0,14.113,0.992,4.05,x,0.72,3.28,5.04,1.23,4.48,11.89
42643.52273,7.056,1.008,4.032,1.008,1.008,3.024,0,0,0,0,0,0,0,0,0,0,4.33,5.67,7.33,0,17.135,0.992,4.07,x,1.05,4.67,5.57,1.23,4.49,11.9
42643.52274,9.071,1.008,3.024,3.024,0,2.016,2.016,0,0,0,0,0,0,0,0,0,5.67,6.67,7,0,20.159,0.992,4.07,x,1.1,6.83,10.74,1.23,4.49,11.9
42643.52275,11.087,8.063,5.039,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,0,6,6.33,7.33,0,28.221,0.992,4.07,x,1.49,4.36,4.98,1.23,4.49,11.91
42643.52277,10.079,7.055,3.024,2.016,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,7.33,8.33,0,25.197,0.992,4.06,x,1.31,4.93,6.96,1.24,4.5,11.92
42643.52278,7.058,2.016,4.033,1.008,1.008,0,0,0,0,0,0,1.008,0,0,0,0,4.33,6.33,0,0,16.132,0.992,4.09,x,0.84,1.91,75.86,1.23,4.48,12.13
42643.52279,14.113,6.049,1.008,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,6.33,8,7.67,0,26.21,0.992,4.07,x,1.22,3.62,4.04,1.23,4.47,12.08
42643.5228,7.055,4.031,1.008,4.031,0,0,0,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,16.126,0.992,4.09,x,0.9,1.9,1.94,1.23,4.46,11.97
42643.52281,10.081,6.049,4.032,0,0,1.008,2.016,0,0,0,0,0,0,0,0,0,7.33,0,7,0,23.186,0.992,4.01,x,1.05,5.4,9.06,1.23,4.46,11.9
42643.52282,6.049,3.024,1.008,1.008,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,4.67,5,7,0,16.13,0.992,4.06,x,0.91,5.5,7.85,1.23,4.46,11.9
42643.52284,10.078,10.078,4.031,0,0,0,1.008,0,1.008,0,0,0,0,0,0,0,5.67,0,0,0,26.203,0.992,4.1,x,1.11,4.25,21.31,1.23,4.47,11.96
42643.52285,5.04,2.016,2.016,6.048,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,16.128,0.992,4.09,x,1.19,3.15,3.28,1.23,4.46,11.95
42643.52286,6.048,3.024,3.024,1.008,0,2.016,0,0,0,0,0,0,0,0,0,0,5.67,9,8,0,15.119,0.992,4.1,x,0.83,3.03,3.59,1.23,4.46,11.95
42643.52287,14.114,4.032,2.016,2.016,0,0,1.008,0,0,0,0,0,0,0,0,0,6.67,8,0,0,23.186,0.992,4.08,x,0.94,3.1,4.79,1.22,4.46,11.95
42643.52288,4.031,9.07,5.039,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,7,14.33,10.33,0,20.157,0.992,3.99,x,1.23,2.78,3.08,1.22,4.45,11.95
42643.52289,7.055,3.024,5.04,0,2.016,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,17.135,0.992,3.96,x,1.01,2.35,2.48,1.22,4.45,11.9
42643.52291,5.04,0,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.064,0.992,3.96,x,0.41,1.03,1.1,1.22,4.44,11.64
42643.52292,6.048,1.008,4.032,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,7.67,14.33,0,0,15.121,0.992,3.94,x,1.03,2.75,2.91,1.22,4.43,11.59
42643.52293,8.062,5.039,6.047,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6,6.33,7,0,22.171,0.992,3.96,x,1.33,3.4,3.77,1.22,4.42,11.58
42643.52294,7.056,2.016,1.008,2.016,0,0,0,0,1.008,0,0,0,0,0,0,0,6.33,15,0,0,13.104,0.992,3.95,x,0.59,2.44,18.43,1.22,4.41,11.45
42643.52295,7.056,5.04,1.008,5.04,0,0,0,0,0,0,0,0,0,0,0,0,5.33,6.67,0,0,18.143,0.992,4,x,1.09,2.35,2.41,1.22,4.41,11.4
42643.52297,4.032,4.032,0,2.016,0,3.024,0,0,0,0,0,0,0,0,0,0,7.67,7.33,17.67,0,13.105,0.992,3.94,x,0.8,4.04,4.92,1.22,4.4,11.39
42643.52298,10.08,4.032,2.016,1.008,0,2.016,0,0,0,0,0,0,0,0,0,0,8.33,6.33,9,0,19.152,0.992,3.86,x,0.93,3.21,3.8,1.22,4.41,11.39
42643.52299,9.072,2.016,3.024,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,9,8,8.33,0,17.135,0.992,3.81,x,0.94,2.6,2.92,1.22,4.4,11.39
42643.523,6.049,6.049,9.073,4.032,2.016,1.008,0,0,0,0,0,0,0,0,0,0,8,8.33,7.67,0,28.227,0.992,3.73,x,2.23,5.9,6.4,1.22,4.41,11.4
42643.52301,5.04,4.032,4.032,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,7,0,7.67,11,15.12,0.992,3.72,x,0.85,3.98,11.49,1.22,4.42,11.43
42643.52302,3.024,4.032,2.016,2.016,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,7,7,0,13.104,0.992,3.73,x,0.88,4.2,6.34,1.22,4.42,11.44
42643.52304,5.04,5.04,5.04,0,0,1.008,1.008,0,1.008,0,0,0,0,0,0,0,6,0,8.33,0,18.142,0.992,3.75,x,1.02,5.43,24.35,1.22,4.43,11.51
42643.52305,8.064,1.008,4.032,2.016,4.032,0,0,0,0,0,0,0,0,0,0,0,5,8.67,0,0,19.152,0.992,3.77,x,1.37,4.19,4.48,1.22,4.43,11.5
42643.52306,5.04,5.04,3.024,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,15.121,0.992,3.78,x,0.85,3.01,4.82,1.22,4.41,11.48
42643.52307,8.063,1.008,3.024,2.016,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,14.11,0.992,3.79,x,0.78,1.48,1.51,1.22,4.41,11.47
42643.52308,2.016,2.016,5.04,2.016,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,8.33,9,0,13.103,0.992,3.78,x,1.04,4.5,6.62,1.21,4.41,11.48
42643.52309,12.096,7.056,4.032,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,6.67,10,0,0,27.217,0.992,3.77,x,1.54,3.4,3.57,1.22,4.41,11.47
42643.52311,2.016,2.016,4.032,3.024,0,1.008,0,1.008,0,0,0,0,0,0,0,0,7,8.33,13.67,9.67,13.103,0.992,3.76,x,1.04,4.84,12.3,1.22,4.41,11.49
42643.52312,9.072,0,2.016,0,1.008,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0,13.104,0.992,3.76,x,0.52,1.19,97.27,1.22,4.41,11.8
42643.52313,3.024,2.016,4.032,0,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,7.33,0,8.33,0,13.103,0.992,3.75,x,0.93,5.34,7.81,1.21,4.41,11.81
42643.52314,6.047,5.04,5.04,3.024,1.008,0,2.016,0,0,0,0,0,0,0,0,0,6.33,8.67,0,0,22.174,0.992,3.76,x,1.49,6.47,10.18,1.21,4.41,11.71
42643.52315,5.04,2.016,3.024,0,0,0,1.008,0,0,0,1.008,0,0,0,0,0,7.67,0,0,0,12.096,0.992,3.74,x,0.56,2.79,61.8,1.21,4.41,11.91
42643.52316,4.032,3.024,2.016,4.032,0,2.016,1.008,0,0,0,0,0,0,0,0,0,6,7,9,0,16.127,0.992,3.75,x,1.18,5.92,8.37,1.21,4.41,11.92
42643.52318,9.071,5.04,2.016,3.024,0,1.008,0,0,1.008,1.008,0,0,0,0,0,0,6.67,8,9,0,22.174,0.992,3.75,x,1.15,5.16,56.05,1.21,4.42,12.1
42643.52319,5.043,2.017,5.043,5.043,1.009,0,0,0,0,0,0,0,0,0,0,0,8.67,8.33,0,0,18.156,0.991,3.71,x,1.5,3.62,3.76,1.21,4.43,12.11
42643.5232,2.015,4.031,1.008,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7.67,0,11.67,0,9.07,0.992,3.68,x,0.51,3.3,5.45,1.21,4.42,12.07
42643.52321,5.039,4.032,2.016,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,8.33,8,10.33,0,15.118,0.992,3.62,x,1.03,3.25,3.66,1.21,4.4,11.31
42643.52322,12.1,4.033,3.025,1.008,0,0,1.008,0,1.008,1.008,0,0,0,0,0,0,6.33,7.67,0,0,23.192,0.992,3.64,x,0.98,5.42,59.42,1.21,4.4,11.48
42643.52324,4.032,2.016,3.024,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.33,9.33,9.67,0,14.112,0.992,3.64,x,1.13,3.63,4.05,1.21,4.4,11.47
42643.52325,6.048,5.04,3.024,0,0,1.008,0,0,0,0,0,0,0,0,0,0,9.67,0,9,0,15.12,0.992,3.53,x,0.85,2.16,2.48,1.2,4.39,11.45
42643.52326,6.048,5.04,3.024,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7,7,13,0,17.137,0.992,3.53,x,1.03,4.37,6.62,1.2,4.39,11.45
42643.52327,7.056,1.008,4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,12.095,0.992,3.52,x,0.65,0.97,0.97,1.2,4.37,11.38
42643.52328,7.055,5.039,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,7.67,7.67,0,0,17.133,0.992,3.49,x,1.05,2.15,2.24,1.2,4.37,11.33
42643.52329,3.024,3.024,3.024,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,15.33,15.67,9,0,13.104,0.992,3.49,x,0.98,4.88,7.23,1.2,4.37,11.11
42643.52331,8.064,6.048,2.016,3.024,1.008,0,0,0,0,0,0,0,0,0,0,0,8,9.33,0,0,20.16,0.992,3.45,x,1.31,2.89,3,1.2,4.35,11.08
42643.52332,9.072,3.024,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,7.67,7.67,0,0,16.128,0.992,3.44,x,0.82,3.58,5.64,1.2,4.36,11.09
42643.52333,5.039,1.008,2.016,3.024,2.016,0,1.008,0,0,0,0,0,0,0,0,0,7,8,0,0,14.11,0.992,3.44,x,1.12,5.02,7.18,1.2,4.37,11.11
42643.52334,12.095,3.024,1.008,0,2.016,0,1.008,0,2.016,0,0,0,0,0,0,0,8,0,0,0,21.167,0.992,3.42,x,0.89,6.97,45.99,1.2,4.38,11.25
42643.52335,9.072,4.032,5.04,3.024,0,0,0,0,0,0,0,1.008,0,0,0,0,5.33,7.33,0,0,22.176,0.992,3.48,x,1.41,2.74,89.71,1.2,4.38,11.54
42643.52336,9.072,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,7.67,9.67,9,0,13.105,0.992,3.47,x,0.62,2.01,2.34,1.2,4.38,11.54
42643.52338,10.08,6.048,1.008,3.024,0,0,0,0,0,0,0,0,0,0,0,0,7,9.67,0,0,20.16,0.992,3.48,x,1.11,2.04,2.09,1.2,4.38,11.54
42643.52339,5.04,3.024,1.008,1.008,2.016,2.016,0,0,0,0,0,0,0,0,0,0,7.33,7.67,9,0,14.113,0.992,3.47,x,1,4.56,5.36,1.2,4.38,11.52
42643.5234,4.032,8.064,3.024,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,7,7.67,9.67,0,17.136,0.992,3.48,x,1.14,2.75,3.09,1.2,4.38,11.52
42643.52341,6.049,4.032,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,7,7.67,17.67,0,14.113,0.992,3.48,x,0.83,2.33,2.67,1.2,4.37,11.5
42643.52342,6.048,3.024,4.032,1.008,0,0,0,0,0,0,0,0,0,0,0,0,8.67,9,0,0,14.111,0.992,3.44,x,0.9,1.51,1.53,1.19,4.36,11.5
42643.52343,3.024,0,3.024,2.016,2.016,0,0,1.008,0,0,0,0,0,0,0,0,0,8.67,0,10.33,11.09,0.992,3.44,x,0.95,4.82,12.76,1.19,4.36,11.52
42643.52345,10.079,4.032,2.016,3.024,1.008,0,1.008,0,0,0,0,0,0,0,0,0,11,10,0,0,21.167,0.992,3.33,x,1.33,4.82,6.97,1.19,4.36,11.52
42643.52346,8.065,3.024,2.016,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.33,9,9,0,16.129,0.992,3.33,x,0.99,3.12,3.55,1.19,4.35,11.5
42643.52347,7.056,10.081,0,2.016,0,2.016,1.008,0,0,0,0,0,0,0,0,0,6.33,8,9,0,22.177,0.992,3.4,x,1.3,5.91,8.58,1.19,4.36,11.5
42643.52348,6.047,4.032,2.016,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,0,7.67,0,14.111,0.992,3.4,x,0.76,3.86,6.18,1.19,4.37,11.51
42643.52349,6.047,0,3.024,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,0,0,10.079,0.992,3.4,x,0.62,1.12,1.14,1.19,4.35,11.5
42643.5235,6.047,2.016,5.04,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,8,9.33,0,0,16.127,0.992,3.39,x,1.24,2.76,2.87,1.19,4.34,11.47
42643.52352,6.047,4.032,4.032,1.008,1.008,2.016,0,1.008,0,0,0,0,0,0,0,0,6.67,7,10.33,11.67,19.15,0.992,3.41,x,1.32,6.63,15.23,1.19,4.36,11.52
42643.52353,6.047,3.023,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,0,14.109,0.992,3.41,x,0.96,2.25,2.35,1.19,4.36,11.5
42643.52354,3.024,4.032,4.032,3.024,0,1.008,0,0,0,0,0,0,0,0,0,0,7.33,8,9,0,15.12,0.992,3.41,x,1.28,3.49,3.87,1.19,4.36,11.5
42643.52355,7.056,4.032,3.024,3.024,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,9.33,11,0,18.144,0.992,3.44,x,1.25,3.38,3.75,1.19,4.36,11.5
42643.52356,11.088,3.024,7.056,1.008,0,0,1.008,0,0,0,1.008,0,0,0,0,0,6.67,7.67,0,0,24.192,0.992,3.45,x,1.39,4.39,68.34,1.2,4.37,11.7
42643.52358,2.016,0,5.04,6.048,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13.103,0.992,3.45,x,1.42,3.39,3.49,1.2,4.37,11.68
42643.52359,2.016,5.04,6.048,4.032,2.016,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,0,19.152,0.992,3.45,x,1.82,4.5,4.71,1.2,4.36,11.67
42643.5236,4.032,9.072,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,8.33,0,0,18.144,0.992,3.51,x,1.22,2.35,2.44,1.2,4.36,11.66
42643.52361,11.087,5.039,6.047,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6.33,9,0,0,24.189,0.992,3.53,x,1.46,2.49,2.52,1.2,4.36,11.66
42643.52362,5.041,7.057,2.016,2.016,3.024,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,19.154,0.992,3.53,x,1.4,3.77,4.01,1.2,4.36,11.67
42643.52363,7.055,5.039,3.024,2.016,1.008,1.008,2.016,1.008,0,0,0,0,0,0,0,0,5.67,7.33,8.33,11,22.174,0.992,3.58,x,1.34,9.08,20.73,1.2,4.39,11.73
42643.52365,4.032,5.04,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,0,7.67,7.67,0,0,13.104,0.992,3.55,x,0.87,1.58,1.61,1.2,4.38,11.72
42643.52366,7.055,5.039,2.016,1.008,0,1.008,0,1.008,0,0,0,0,0,0,0,0,7.67,8.33,12.33,11.67,17.133,0.992,3.52,x,0.91,4.34,12.27,1.2,4.39,11.76
42643.52367,14.114,6.049,3.024,0,0,1.008,0,0,0,0,0,0,0,0,0,0,7.67,0,9.67,0,24.196,0.992,3.49,x,1.11,2.44,2.76,1.2,4.38,11.72
42643.52368,4.032,4.032,5.039,3.024,0,0,1.008,1.008,0,0,0,0,0,0,0,0,5.33,8.67,0,9.67,18.142,0.992,3.55,x,1.31,6.19,15.69,1.2,4.39,11.76
42643.52369,8.063,6.047,4.032,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6,0,8.33,0,20.158,0.992,3.59,x,1.17,3.07,3.46,1.21,4.39,11.77
42643.5237,6.048,6.048,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,0,7.33,0,7.67,0,14.112,0.992,3.57,x,0.69,1.84,2.15,1.2,4.39,11.76
42643.52372,8.063,3.023,4.031,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,0,9.67,0,18.141,0.992,3.56,x,1.05,4.69,6.98,1.2,4.4,11.78
42643.52373,6.046,4.031,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,6.67,8,0,0,14.107,0.992,3.57,x,0.85,1.55,1.58,1.2,4.39,11.77
42643.52374,8.062,1.008,2.016,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,8.33,7.67,9,0,14.109,0.992,3.56,x,0.82,2.51,2.85,1.2,4.39,11.76
42643.52375,6.045,4.03,4.03,1.008,0,0,2.015,0,0,0,0,0,0,0,0,0,6,9,0,0,17.129,0.992,3.59,x,1,5.09,8.88,1.2,4.39,11.78
42643.52376,8.061,5.038,5.038,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,0,19.145,0.992,3.58,x,1.14,1.82,1.84,1.2,4.4,11.78
42643.52377,13.104,9.072,3.024,3.024,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,8,15,10.33,31.247,0.992,3.62,x,1.75,6.24,14.05,1.21,4.4,11.8
42643.52379,8.063,5.04,4.032,0,2.016,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19.15,0.992,3.65,x,1.13,2.53,2.67,1.21,4.39,11.8
42643.5238,9.072,5.04,7.056,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,22.175,0.992,3.66,x,1.34,2.15,2.18,1.2,4.38,11.46
42643.52381,15.119,3.024,4.032,0,1.008,2.016,0,0,0,0,0,0,0,0,0,0,7.67,0,7.67,0,25.199,0.992,3.63,x,1.24,4.08,4.77,1.2,4.37,11.44
42643.52382,7.056,1.008,3.024,1.008,2.016,0,0,0,0,0,0,0,0,0,0,0,9,6.33,0,0,14.113,0.992,3.61,x,0.91,2.46,2.62,1.2,4.36,11.43
42643.52383,5.042,4.034,2.017,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,6,7,0,9.67,14.118,0.992,3.64,x,0.81,3.66,11.1,1.2,4.35,11.43
42643.52385,13.103,2.016,5.04,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,0,8.33,7,13,0,24.191,0.992,3.61,x,1.41,4.12,4.58,1.2,4.35,11.41
